timestamp,open,high,low,close,volume
1745598000000,94755.5,94946.9,94670.6,94905.5,304.789
1745598300000,94905.5,95050.3,94888.8,95050.2,315.963
1745598600000,95050.2,95066.7,94980.5,95066.7,177.115
1745598900000,95066.7,95225.0,95021.7,95209.1,253.236
1745599200000,95209.1,95325.0,95209.1,95309.1,791.815
1745599500000,95309.1,95310.0,95164.6,95246.8,345.34
1745599800000,95246.8,95274.9,95162.0,95192.9,133.103
1745600100000,95192.9,95232.1,95120.0,95162.5,231.191
1745600400000,95162.5,95339.2,95140.0,95326.6,339.11
1745600700000,95326.6,95460.0,95303.6,95335.7,709.755
1745601000000,95335.7,95421.6,95282.0,95415.0,400.36
1745601300000,95415.0,95515.3,95380.0,95493.3,378.368
1745601600000,95493.3,95513.8,95387.6,95447.2,215.016
1745601900000,95447.2,95507.0,95357.2,95375.2,194.247
1745602200000,95375.2,95375.3,95163.2,95232.2,326.708
1745602500000,95232.2,95232.2,94760.0,94785.2,859.971
1745602800000,94785.2,94994.3,94710.9,94798.8,512.937
1745603100000,94798.8,94798.9,94449.9,94530.5,1162.381
1745603400000,94530.5,94636.3,94404.0,94456.6,469.365
1745603700000,94456.6,94526.6,94329.6,94483.9,560.825
1745604000000,94483.9,94674.2,94483.9,94632.2,464.201
1745604300000,94632.2,94691.6,94579.1,94674.3,305.452
1745604600000,94674.3,94674.4,94568.7,94642.6,150.686
1745604900000,94642.6,94765.3,94604.1,94755.5,326.273
1745605200000,94755.5,94856.6,94704.4,94799.8,179.892
1745605500000,94799.8,94816.3,94752.5,94806.2,117.35
1745605800000,94806.2,94938.4,94772.4,94914.4,177.299
1745606100000,94914.4,95050.0,94902.6,95046.6,371.982
1745606400000,95046.6,95151.0,94945.5,95136.7,354.385
1745606700000,95136.7,95179.9,95065.6,95118.9,201.714
1745607000000,95118.9,95135.0,94900.0,94961.3,343.061
1745607300000,94961.3,94973.0,94856.0,94919.2,219.983
1745607600000,94919.2,95263.0,94916.3,95130.9,599.836
1745607900000,95130.9,95147.5,95029.0,95127.9,205.375
1745608200000,95127.9,95137.6,94953.6,94970.9,241.472
1745608500000,94970.9,95050.0,94880.6,94955.5,256.426
1745608800000,94955.5,94955.5,94800.2,94869.9,192.194
1745609100000,94869.9,95007.2,94825.6,94996.8,164.291
1745609400000,94996.8,95013.1,94904.0,94976.6,154.419
1745609700000,94976.6,95115.3,94939.4,95112.7,172.111
1745610000000,95112.7,95123.5,95005.0,95074.4,109.298
1745610300000,95074.4,95075.8,94925.0,94979.9,146.392
1745610600000,94979.9,95173.8,94979.9,95167.1,271.271
1745610900000,95167.1,95260.7,95075.8,95230.6,222.751
1745611200000,95230.6,95286.5,95132.5,95181.0,215.018
1745611500000,95181.0,95253.4,95077.0,95105.5,105.285
1745611800000,95105.5,95105.5,94990.6,95002.0,78.258
1745612100000,95002.0,95026.5,94950.0,95010.8,67.87
1745612400000,95010.8,95044.9,94853.7,94923.6,186.418
1745612700000,94923.6,94956.3,94880.6,94902.3,168.285
1745613000000,94902.3,94967.0,94902.3,94939.5,89.148
1745613300000,94939.5,94958.0,94810.0,94843.2,219.242
1745613600000,94843.2,94843.2,94710.0,94711.9,546.909
1745613900000,94711.9,94824.5,94711.8,94818.9,194.31
1745614200000,94818.9,94886.5,94794.9,94803.0,68.182
1745614500000,94803.0,94881.8,94783.4,94809.8,87.978
1745614800000,94809.8,94876.9,94741.4,94876.8,70.106
1745615100000,94876.8,94962.8,94868.0,94961.7,85.072
1745615400000,94961.7,94962.8,94862.1,94862.2,158.512
1745615700000,94862.2,94874.2,94713.8,94776.0,115.99
1745616000000,94776.0,94776.1,94630.9,94630.9,155.543
1745616300000,94630.9,94640.0,94600.0,94632.3,83.005
1745616600000,94632.3,94772.2,94607.1,94742.3,125.533
1745616900000,94742.3,94778.7,94610.0,94610.0,66.413
1745617200000,94610.0,94694.5,94607.5,94648.1,106.783
1745617500000,94648.1,94743.1,94557.1,94559.3,96.877
1745617800000,94559.3,94585.9,94468.0,94568.4,239.17
1745618100000,94568.4,94568.7,94406.0,94557.2,241.871
1745618400000,94557.2,94659.9,94537.5,94625.2,143.759
1745618700000,94625.2,94694.3,94622.3,94689.8,69.268
1745619000000,94689.8,94742.8,94680.0,94742.8,71.971
1745619300000,94742.8,94742.8,94655.2,94734.8,55.467
1745619600000,94734.8,94756.7,94710.3,94751.2,59.572
1745619900000,94751.2,94847.0,94751.2,94780.5,244.403
1745620200000,94780.5,94831.1,94778.0,94824.6,103.506
1745620500000,94824.6,94913.6,94824.6,94889.9,148.781
1745620800000,94889.9,94900.0,94878.2,94896.1,27.312
1745621100000,94896.1,94905.3,94831.8,94874.2,77.141
1745621400000,94874.2,94874.3,94807.6,94812.0,36.933
1745621700000,94812.0,94829.7,94786.4,94794.4,69.286
1745622000000,94794.4,94828.2,94740.0,94773.7,96.082
1745622300000,94773.7,94920.0,94716.4,94919.9,62.186
1745622600000,94919.9,94928.9,94797.7,94797.8,68.389
1745622900000,94797.8,94797.8,94665.6,94734.2,90.917
1745623200000,94734.2,94734.2,94621.8,94626.6,135.528
1745623500000,94626.6,94707.4,94554.6,94689.6,420.647
1745623800000,94689.6,94689.7,94576.9,94584.6,98.955
1745624100000,94584.6,94666.9,94584.6,94604.8,36.271
1745624400000,94604.8,94728.6,94589.2,94711.1,105.333
1745624700000,94711.1,94714.9,94642.2,94679.6,33.99
1745625000000,94679.6,94683.0,94643.8,94670.6,44.377
1745625300000,94670.6,94670.7,94567.0,94596.2,162.005
1745625600000,94596.2,94749.7,94585.2,94720.3,161.515
1745625900000,94720.3,94754.0,94700.0,94725.9,72.939
1745626200000,94725.9,94751.8,94646.3,94744.5,47.774
1745626500000,94744.5,94751.6,94655.6,94751.6,58.808
1745626800000,94751.6,94761.5,94588.2,94761.5,141.648
1745627100000,94761.5,94770.0,94664.8,94670.1,73.325
1745627400000,94670.1,94691.0,94580.0,94580.0,89.474
1745627700000,94580.0,94643.3,94573.4,94579.6,52.11
1745628000000,94579.6,94622.6,94510.0,94520.7,206.227
1745628300000,94520.7,94869.5,94510.9,94805.9,470.359
1745628600000,94805.9,94892.5,94756.7,94891.8,145.106
1745628900000,94891.8,94898.9,94825.6,94852.2,223.908
1745629200000,94852.2,94870.3,94769.1,94780.3,109.935
1745629500000,94780.3,94920.0,94709.9,94905.9,189.316
1745629800000,94905.9,94905.9,94828.2,94840.5,61.029
1745630100000,94840.5,94950.0,94794.6,94950.0,91.264
1745630400000,94950.0,95049.5,94950.0,95024.0,328.008
1745630700000,95024.0,95024.0,94962.8,94970.0,78.091
1745631000000,94970.0,95125.0,94969.9,95120.5,189.127
1745631300000,95120.5,95150.0,95038.9,95038.9,159.121
1745631600000,95038.9,95065.4,94988.0,94991.7,58.21
1745631900000,94991.7,94991.8,94968.3,94968.3,49.741
1745632200000,94968.3,95075.3,94968.3,94981.1,103.192
1745632500000,94981.1,94998.1,94950.0,94977.6,56.831
1745632800000,94977.6,94977.6,94827.7,94839.2,178.899
1745633100000,94839.2,94869.9,94804.6,94834.3,63.777
1745633400000,94834.3,94837.2,94735.6,94735.6,90.069
1745633700000,94735.6,94761.2,94658.2,94728.6,158.121
1745634000000,94728.6,94809.2,94722.0,94802.5,109.517
1745634300000,94802.5,94850.0,94802.4,94824.3,65.027
1745634600000,94824.3,94855.8,94784.6,94855.6,99.608
1745634900000,94855.6,94940.0,94855.5,94930.0,70.093
1745635200000,94930.0,95110.0,94929.9,95040.0,179.826
1745635500000,95040.0,95043.9,94950.2,94950.2,55.604
1745635800000,94950.2,95007.5,94906.2,95000.0,48.766
1745636100000,95000.0,95036.8,94938.5,94939.2,43.323
1745636400000,94939.2,95016.7,94899.6,94899.7,47.019
1745636700000,94899.7,94938.9,94856.1,94918.9,65.511
1745637000000,94918.9,94975.8,94918.8,94953.0,33.544
1745637300000,94953.0,94953.1,94765.3,94797.8,74.748
1745637600000,94797.8,94832.2,94726.6,94790.1,88.636
1745637900000,94790.1,94791.1,94707.9,94751.6,98.069
1745638200000,94751.6,94751.6,94695.6,94714.0,49.034
1745638500000,94714.0,94724.0,94695.5,94695.6,37.31
1745638800000,94695.6,94724.8,94679.1,94703.6,65.419
1745639100000,94703.6,94750.0,94695.3,94705.1,73.507
1745639400000,94705.1,94705.1,94684.1,94684.2,35.734
1745639700000,94684.2,94704.2,94662.1,94689.7,167.854
1745640000000,94689.7,94689.7,94652.6,94675.5,79.203
1745640300000,94675.5,94776.5,94675.5,94776.4,82.107
1745640600000,94776.4,94776.5,94670.0,94688.0,77.649
1745640900000,94688.0,94688.0,94610.0,94634.3,121.782
1745641200000,94634.3,94634.3,94584.7,94586.9,40.2
1745641500000,94586.9,94614.7,94568.6,94581.8,116.288
1745641800000,94581.8,94581.8,94539.1,94539.1,102.473
1745642100000,94539.1,94542.6,94500.0,94503.1,123.496
1745642400000,94503.1,94639.2,94503.0,94639.1,102.179
1745642700000,94639.1,94652.5,94580.7,94594.0,90.049
1745643000000,94594.0,94594.0,94512.3,94534.8,46.428
1745643300000,94534.8,94534.8,94475.0,94488.3,126.399
1745643600000,94488.3,94600.0,94468.0,94544.8,72.07
1745643900000,94544.8,94549.6,94470.0,94482.4,113.822
1745644200000,94482.4,94497.2,94453.0,94471.1,122.007
1745644500000,94471.1,94547.3,94471.0,94511.9,59.397
1745644800000,94511.9,94520.0,94459.7,94459.7,46.093
1745645100000,94459.7,94520.0,94264.1,94502.1,624.394
1745645400000,94502.1,94585.5,94502.0,94561.7,151.666
1745645700000,94561.7,94649.0,94510.0,94510.1,158.049
1745646000000,94510.1,94590.0,94510.0,94586.0,52.948
1745646300000,94586.0,94660.0,94560.1,94629.3,99.207
1745646600000,94629.3,94660.0,94603.7,94639.9,77.243
1745646900000,94639.9,94639.9,94572.4,94577.9,48.992
1745647200000,94577.9,94633.1,94573.2,94580.1,60.312
1745647500000,94580.1,94580.1,94540.0,94542.4,69.056
1745647800000,94542.4,94665.1,94542.3,94665.1,105.044
1745648100000,94665.1,94665.1,94560.0,94560.0,116.641
1745648400000,94560.0,94600.0,94560.0,94567.1,43.14
1745648700000,94567.1,94584.2,94557.4,94561.4,43.488
1745649000000,94561.4,94586.2,94561.4,94586.2,27.064
1745649300000,94586.2,94658.0,94554.9,94610.2,121.944
1745649600000,94610.2,94610.7,94573.8,94594.2,38.663
1745649900000,94594.2,94679.1,94585.1,94664.1,88.254
1745650200000,94664.1,94709.0,94649.2,94652.6,93.23
1745650500000,94652.6,94652.6,94587.3,94600.6,92.549
1745650800000,94600.6,94662.1,94589.6,94625.4,66.852
1745651100000,94625.4,94625.4,94586.0,94597.2,79.875
1745651400000,94597.2,94696.0,94597.2,94696.0,85.162
1745651700000,94696.0,94715.0,94678.8,94682.2,42.976
1745652000000,94682.2,94684.8,94625.2,94678.3,82.086
1745652300000,94678.3,94678.6,94640.6,94657.0,66.309
1745652600000,94657.0,94657.0,94602.0,94643.4,78.642
1745652900000,94643.4,94746.9,94643.4,94717.3,98.292
1745653200000,94717.3,94730.0,94717.2,94729.0,60.491
1745653500000,94729.0,94729.0,94602.2,94619.0,116.449
1745653800000,94619.0,94663.8,94603.9,94605.0,93.31
1745654100000,94605.0,94617.1,94498.2,94507.6,181.344
1745654400000,94507.6,94573.4,94507.5,94518.1,100.123
1745654700000,94518.1,94531.9,94448.1,94470.3,90.786
1745655000000,94470.3,94547.2,94366.1,94547.1,175.901
1745655300000,94547.1,94588.5,94510.0,94510.1,68.858
1745655600000,94510.1,94535.4,94474.2,94527.7,78.292
1745655900000,94527.7,94680.0,94527.6,94598.9,265.753
1745656200000,94598.9,94632.8,94487.4,94487.4,97.915
1745656500000,94487.4,94551.5,94462.2,94491.4,84.773
1745656800000,94491.4,94491.4,94300.1,94336.5,259.919
1745657100000,94336.5,94346.7,94206.2,94269.7,470.425
1745657400000,94269.7,94309.6,94224.7,94229.9,116.403
1745657700000,94229.9,94318.0,94229.8,94268.0,93.788
1745658000000,94268.0,94285.2,94159.0,94188.7,254.588
1745658300000,94188.7,94318.7,94179.0,94290.9,164.941
1745658600000,94290.9,94319.5,94240.0,94304.6,119.847
1745658900000,94304.6,94340.8,94251.8,94296.9,109.402
1745659200000,94296.9,94380.3,94278.7,94319.7,249.111
1745659500000,94319.7,94319.8,94200.0,94208.2,97.783
1745659800000,94208.2,94208.3,94112.4,94118.2,287.348
1745660100000,94118.2,94208.8,94067.1,94138.1,240.323
1745660400000,94138.1,94138.1,94079.4,94132.2,120.423
1745660700000,94132.2,94132.2,94075.0,94128.5,132.868
1745661000000,94128.5,94215.5,94107.8,94198.7,139.962
1745661300000,94198.7,94235.5,94198.7,94227.3,127.907
1745661600000,94227.3,94275.6,94100.6,94275.6,204.831
1745661900000,94275.6,94315.8,94269.3,94291.0,113.835
1745662200000,94291.0,94291.0,94198.0,94211.9,80.682
1745662500000,94211.9,94235.6,94156.4,94168.1,47.357
1745662800000,94168.1,94269.8,94168.1,94269.8,86.619
1745663100000,94269.8,94325.8,94229.5,94241.0,93.814
1745663400000,94241.0,94283.5,94191.6,94221.2,73.862
1745663700000,94221.2,94305.8,94221.2,94305.8,52.894
1745664000000,94305.8,94340.0,94305.1,94340.0,66.757
1745664300000,94340.0,94357.7,94276.5,94285.8,52.796
1745664600000,94285.8,94298.7,94229.5,94290.9,55.427
1745664900000,94290.9,94290.9,94168.0,94168.0,56.926
1745665200000,94168.0,94214.0,94115.1,94195.8,102.502
1745665500000,94195.8,94195.9,94127.6,94127.6,52.796
1745665800000,94127.6,94143.5,94119.6,94120.0,63.242
1745666100000,94120.0,94215.1,94114.7,94126.9,109.045
1745666400000,94126.9,94134.2,94078.4,94092.8,135.486
1745666700000,94092.8,94110.0,94083.3,94088.7,62.892
1745667000000,94088.7,94164.6,94026.1,94164.1,263.214
1745667300000,94164.1,94200.0,94037.1,94040.6,153.109
1745667600000,94040.6,94043.4,93974.2,94020.6,438.747
1745667900000,94020.6,94112.7,94000.0,94001.6,189.024
1745668200000,94001.6,94045.9,93950.0,94045.9,241.15
1745668500000,94045.9,94142.0,94045.8,94101.0,164.265
1745668800000,94101.0,94169.3,94100.9,94115.2,120.682
1745669100000,94115.2,94176.3,94065.9,94151.1,95.303
1745669400000,94151.1,94254.9,94111.0,94190.1,619.924
1745669700000,94190.1,94250.1,94190.1,94200.0,85.176
1745670000000,94200.0,94271.8,94149.7,94264.7,111.358
1745670300000,94264.7,94286.0,94192.5,94262.8,87.643
1745670600000,94262.8,94264.8,94190.0,94190.0,85.269
1745670900000,94190.0,94200.0,94151.0,94170.8,58.501
1745671200000,94170.8,94233.7,94165.1,94194.6,57.571
1745671500000,94194.6,94233.7,94106.1,94118.8,113.896
1745671800000,94118.8,94191.8,94084.0,94176.2,85.02
1745672100000,94176.2,94232.0,94176.1,94198.9,37.724
1745672400000,94198.9,94249.9,94140.4,94242.4,87.085
1745672700000,94242.4,94262.2,94212.2,94215.2,45.533
1745673000000,94215.2,94215.2,94159.1,94200.0,54.981
1745673300000,94200.0,94200.0,94133.0,94165.9,76.089
1745673600000,94165.9,94166.0,94079.9,94106.3,103.957
1745673900000,94106.3,94106.3,94029.8,94029.8,83.117
1745674200000,94029.8,94029.9,93973.0,93995.3,130.186
1745674500000,93995.3,94117.6,93973.0,94117.5,131.988
1745674800000,94117.5,94121.9,93920.0,93952.0,186.003
1745675100000,93952.0,94066.0,93839.8,94014.9,521.983
1745675400000,94014.9,94024.4,93883.7,93934.6,138.208
1745675700000,93934.6,94109.0,93880.2,94108.9,154.177
1745676000000,94108.9,94163.3,93907.0,93907.0,234.11
1745676300000,93907.0,93989.1,93877.3,93949.9,168.068
1745676600000,93949.9,94000.0,93891.0,93990.3,66.498
1745676900000,93990.3,93990.3,93887.2,93922.9,95.906
1745677200000,93922.9,94035.5,93880.0,94030.0,121.1
1745677500000,94030.0,94099.7,94009.7,94068.2,140.967
1745677800000,94068.2,94099.8,94019.1,94086.8,59.396
1745678100000,94086.8,94141.2,94029.7,94141.2,73.663
1745678400000,94141.2,94200.0,94120.6,94157.3,156.534
1745678700000,94157.3,94231.3,94138.6,94205.4,181.384
1745679000000,94205.4,94205.5,94141.3,94179.2,99.08
1745679300000,94179.2,94228.8,94179.2,94200.0,171.898
1745679600000,94200.0,94306.3,94199.9,94285.6,140.036
1745679900000,94285.6,94325.0,94255.9,94281.1,187.991
1745680200000,94281.1,94325.0,94237.1,94285.3,91.755
1745680500000,94285.3,94351.9,94166.5,94166.5,281.071
1745680800000,94166.5,94232.7,94145.0,94227.2,138.558
1745681100000,94227.2,94342.9,94227.2,94342.9,86.761
1745681400000,94342.9,94342.9,94260.8,94260.8,64.637
1745681700000,94260.8,94301.9,94224.8,94224.9,69.295
1745682000000,94224.9,94236.7,94200.0,94226.4,65.984
1745682300000,94226.4,94311.9,94202.0,94311.9,34.849
1745682600000,94311.9,94348.7,94306.2,94320.8,47.723
1745682900000,94320.8,94363.4,94320.7,94333.6,90.938
1745683200000,94333.6,94333.6,94277.3,94289.0,58.325
1745683500000,94289.0,94309.1,94203.5,94203.7,149.112
1745683800000,94203.7,94209.6,94199.6,94207.9,77.778
1745684100000,94207.9,94228.5,94188.9,94220.9,71.397
1745684400000,94220.9,94260.9,94220.9,94260.9,76.193
1745684700000,94260.9,94287.6,94260.9,94283.0,27.011
1745685000000,94283.0,94286.0,94189.5,94224.1,81.315
1745685300000,94224.1,94241.9,94115.0,94146.2,145.726
1745685600000,94146.2,94146.3,94000.2,94099.1,252.445
1745685900000,94099.1,94308.6,94084.5,94251.4,117.366
1745686200000,94251.4,94266.9,94159.8,94200.4,48.031
1745686500000,94200.4,94255.9,94200.3,94241.4,34.671
1745686800000,94241.4,94299.0,94196.0,94262.3,74.69
1745687100000,94262.3,94280.7,94229.7,94273.9,18.555
1745687400000,94273.9,94274.0,94196.0,94208.1,28.901
1745687700000,94208.1,94292.5,94186.6,94209.5,43.162
1745688000000,94209.5,94278.2,94168.0,94251.3,58.64
1745688300000,94251.3,94328.5,94238.1,94277.5,52.816
1745688600000,94277.5,94303.0,94275.6,94299.9,29.894
1745688900000,94299.9,94300.0,94250.1,94252.7,32.129
1745689200000,94252.7,94300.0,94232.0,94299.8,20.081
1745689500000,94299.8,94319.4,94283.5,94297.0,29.289
1745689800000,94297.0,94297.1,94270.0,94286.8,24.48
1745690100000,94286.8,94286.9,94251.8,94276.8,26.44
1745690400000,94276.8,94276.9,94197.0,94261.4,48.638
1745690700000,94261.4,94327.4,94261.4,94319.9,69.428
1745691000000,94319.9,94320.0,94212.4,94212.4,61.103
1745691300000,94212.4,94213.5,94180.0,94209.3,85.879
